rank	pair_id	chrom	lcr_up_start	lcr_up_end	lcr_down_start	lcr_down_end	interior_start	interior_end	interior_len_bp	avg_lcr_len_bp	identity	propensity_X	n_interior_genes	n_disease_genes	n_HI3_genes	hi_disease_genes	omim_examples
776	NAHR_00858_chr15_30M	chr15	30077907	30097040	32588428	32607507	30097040	32588428	2491388	19106	0.9796	4.194	41	11	0		
777	NAHR_01135_chr16_28M	chr16	28625836	28658234	29384082	29417642	28658234	29384082	725848	32979	0.9745	4.403	39	10	0		
778	NAHR_01162_chr16_28M	chr16	28625836	28658234	29384082	29417642	28658234	29384082	725848	32979	0.9745	4.403	39	10	0		
779	NAHR_01013_chr16_15M	chr16	15117524	15134864	18326717	18344802	15134864	18326717	3191853	17712	0.9863	4.190	47	11	0		
780	NAHR_01066_chr16_15M	chr16	15117524	15134864	18326717	18344802	15134864	18326717	3191853	17712	0.9863	4.190	47	11	0		
781	NAHR_00307_chr1_146M	chr1	146312931	146328717	149350736	149366538	146328717	149350736	3022019	15794	0.9934	4.171	52	11	0		
782	NAHR_00449_chr1_146M	chr1	146312931	146328717	149350736	149366538	146328717	149350736	3022019	15794	0.9934	4.171	52	11	0		
783	NAHR_01091_chr16_18M	chr16	18919064	18924922	21926083	21932233	18924922	21926083	3001161	6004	0.9631	3.639	74	14	0		
784	NAHR_01110_chr16_18M	chr16	18919064	18924922	21926083	21932233	18924922	21926083	3001161	6004	0.9631	3.639	74	14	0		
785	NAHR_01016_chr16_15M	chr16	15117524	15140043	16354635	16385188	15140043	16354635	1214592	26536	0.9864	4.364	31	10	0		
786	NAHR_01047_chr16_15M	chr16	15117524	15140043	16354635	16385188	15140043	16354635	1214592	26536	0.9864	4.364	31	10	0		
787	NAHR_00813_chr15_30M	chr15	30133301	30149102	32591721	32607507	30149102	32591721	2442619	15793	0.9819	4.122	39	11	0		
788	NAHR_00859_chr15_30M	chr15	30133301	30149102	32591721	32607507	30149102	32591721	2442619	15793	0.9819	4.122	39	11	0		
789	NAHR_00793_chr15_28M	chr15	28677138	28713338	30790558	30820386	28713338	30790558	2077220	33014	0.9577	4.328	45	10	0		
790	NAHR_00839_chr15_28M	chr15	28677138	28713338	30790558	30820386	28713338	30790558	2077220	33014	0.9577	4.328	45	10	0		
791	NAHR_00924_chr15_84M	chr15	84177827	84248188	85182961	85252827	84248188	85182961	934773	70113	0.9878	4.787	25	8	0		
792	NAHR_00955_chr15_84M	chr15	84177827	84248188	85182961	85252827	84248188	85182961	934773	70113	0.9878	4.787	25	8	0		
793	NAHR_00944_chr15_84M	chr15	84425097	84495736	85182961	85253284	84495736	85182961	687225	70481	0.9869	4.784	23	8	0		
794	NAHR_00953_chr15_84M	chr15	84425097	84495736	85182961	85253284	84495736	85182961	687225	70481	0.9869	4.784	23	8	0		
795	NAHR_01146_chr16_28M	chr16	28755210	28791856	29035179	29071688	28791856	29035179	243323	36577	0.9931	4.532	21	9	0		
796	NAHR_01152_chr16_28M	chr16	28755210	28791856	29035179	29071688	28791856	29035179	243323	36577	0.9931	4.532	21	9	0		
797	NAHR_01740_chr2_107M	chr2	107829550	107901691	109794622	109866748	107901691	109794622	1892931	72133	0.9833	4.777	23	8	0		SLC5A7=HP:0003324:Generalized muscle weakness
798	NAHR_01761_chr2_107M	chr2	107829550	107901691	109794622	109866748	107901691	109794622	1892931	72133	0.9833	4.777	23	8	0		SLC5A7=HP:0003324:Generalized muscle weakness
799	NAHR_01734_chr2_106M	chr2	106394258	106466367	109794622	109866748	106466367	109794622	3328255	72117	0.9832	4.776	39	8	0		
800	NAHR_01762_chr2_106M	chr2	106394258	106466367	109794622	109866748	106466367	109794622	3328255	72117	0.9832	4.776	39	8	0		
801	NAHR_02895_chrY_22M	chrY	22493309	22722163	25967291	26196584	22722163	25967291	3245128	229073	0.9990	5.355	22	6	0		BPY2=HP:0011462:Young adult onset;DAZ1=HP:0000028:Cryptorchidism;DAZ2=HP:0000028:Cryptorchidism
802	NAHR_02925_chrY_22M	chrY	22493309	22722163	25967291	26196584	22722163	25967291	3245128	229073	0.9990	5.355	22	6	0		BPY2=HP:0011462:Young adult onset;DAZ1=HP:0000028:Cryptorchidism;DAZ2=HP:0000028:Cryptorchidism
803	NAHR_00302_chr1_146M	chr1	146121548	146145369	148103790	148127596	146145369	148103790	1958421	23813	0.9783	4.282	32	10	0		
804	NAHR_00363_chr1_146M	chr1	146121548	146145369	148103790	148127596	146145369	148103790	1958421	23813	0.9783	4.282	32	10	0		
805	NAHR_00327_chr1_146M	chr1	146966383	146989695	148103790	148127118	146989695	148103790	1114095	23320	0.9801	4.281	22	10	0		
806	NAHR_00362_chr1_146M	chr1	146966383	146989695	148103790	148127118	146989695	148103790	1114095	23320	0.9801	4.281	22	10	0		
807	NAHR_00525_chr10_45M	chr10	45876423	45997277	49845538	49969744	45997277	49845538	3848261	122530	0.9885	5.030	74	7	0		
808	NAHR_00574_chr10_45M	chr10	45876423	45997277	49845538	49969744	45997277	49845538	3848261	122530	0.9885	5.030	74	7	0		
809	NAHR_01029_chr16_15M	chr16	15359370	15379928	16334296	16354855	15379928	16334296	954368	20558	0.9909	4.274	28	10	0		
810	NAHR_01042_chr16_15M	chr16	15359370	15379928	16334296	16354855	15379928	16334296	954368	20558	0.9909	4.274	28	10	0		
811	NAHR_00345_chr1_147M	chr1	147027478	147057418	148968012	148995527	147057418	148968012	1910594	28727	0.9583	4.272	34	10	0		
812	NAHR_00410_chr1_147M	chr1	147027478	147057418	148968012	148995527	147057418	148968012	1910594	28727	0.9583	4.272	34	10	0		
813	NAHR_00334_chr1_146M	chr1	146984320	146994453	149516057	149526191	146994453	149516057	2521604	10133	0.9692	3.882	48	12	0		
814	NAHR_00465_chr1_146M	chr1	146984320	146994453	149516057	149526191	146994453	149516057	2521604	10133	0.9692	3.882	48	12	0		
815	NAHR_00992_chr16_14M	chr16	14749155	14769680	16334258	16354852	14769680	16334258	1564578	20559	0.9884	4.263	49	10	0		
816	NAHR_01040_chr16_14M	chr16	14749155	14769680	16334258	16354852	14769680	16334258	1564578	20559	0.9884	4.263	49	10	0		
817	NAHR_00985_chr16_14M	chr16	14710033	14731041	16377571	16399999	14731041	16377571	1646530	21718	0.9826	4.261	52	10	0		
818	NAHR_01050_chr16_14M	chr16	14710033	14731041	16377571	16399999	14731041	16377571	1646530	21718	0.9826	4.261	52	10	0		
819	NAHR_00708_chr15_20M	chr15	20518697	20580059	23311344	23372723	20580059	23311344	2731285	61370	0.9836	4.709	52	8	0		
820	NAHR_00743_chr15_20M	chr15	20518697	20580059	23311344	23372723	20580059	23311344	2731285	61370	0.9836	4.709	52	8	0		
821	NAHR_00984_chr16_14M	chr16	14710033	14729368	16334260	16354853	14729368	16334260	1604892	19964	0.9839	4.231	51	10	0		
822	NAHR_01041_chr16_14M	chr16	14710033	14729368	16334260	16354853	14729368	16334260	1604892	19964	0.9839	4.231	51	10	0		
823	NAHR_01018_chr16_15M	chr16	15150071	15161657	18397325	18408887	15161657	18397325	3235668	11574	0.9895	4.021	49	11	0		
824	NAHR_01079_chr16_15M	chr16	15150071	15161657	18397325	18408887	15161657	18397325	3235668	11574	0.9895	4.021	49	11	0		
825	NAHR_02020_chr22_20M	chr22	20700323	20720038	21465652	21485628	20720038	21465652	745614	19845	0.9808	4.215	32	10	0		PI4KA=HP:0007359:Focal-onset seizure;SERPIND1=HP:0005521:Disseminated intravascular coagulation;SNAP29=HP:0000504:Abnormality of vision;CRKL=HP:0000453:Choanal atresia
826	NAHR_02063_chr22_20M	chr22	20700323	20720038	21465652	21485628	20720038	21465652	745614	19845	0.9808	4.215	32	10	0		PI4KA=HP:0007359:Focal-onset seizure;SERPIND1=HP:0005521:Disseminated intravascular coagulation;SNAP29=HP:0000504:Abnormality of vision;CRKL=HP:0000453:Choanal atresia
827	NAHR_00513_chr10_45M	chr10	45705383	45806813	50047154	50147389	45806813	50047154	4240341	100832	0.9859	4.933	82	7	0		
828	NAHR_00585_chr10_45M	chr10	45705383	45806813	50047154	50147389	45806813	50047154	4240341	100832	0.9859	4.933	82	7	0		
829	NAHR_01796_chr2_130M	chr2	130121627	130241112	131433204	131551347	130241112	131433204	1192092	118814	0.9710	4.928	32	7	0		
830	NAHR_01809_chr2_130M	chr2	130121627	130241112	131433204	131551347	130241112	131433204	1192092	118814	0.9710	4.928	32	7	0		
831	NAHR_01791_chr2_130M	chr2	129977596	130000000	131346148	131366287	130000000	131346148	1346148	21271	0.9675	4.187	38	10	0		
832	NAHR_01807_chr2_130M	chr2	129977596	130000000	131346148	131366287	130000000	131346148	1346148	21271	0.9675	4.187	38	10	0		
833	NAHR_00335_chr1_146M	chr1	146984320	146996601	149544535	149556784	146996601	149544535	2547934	12265	0.9749	3.986	47	11	0		
834	NAHR_00472_chr1_146M	chr1	146984320	146996601	149544535	149556784	146996601	149544535	2547934	12265	0.9749	3.986	47	11	0		
835	NAHR_01015_chr16_15M	chr16	15117524	15134864	16323864	16341830	15134864	16323864	1189000	17653	0.9850	4.183	30	10	0		
836	NAHR_01039_chr16_15M	chr16	15117524	15134864	16323864	16341830	15134864	16323864	1189000	17653	0.9850	4.183	30	10	0		
837	NAHR_01144_chr16_28M	chr16	28751784	28780132	29476490	29506281	28780132	29476490	696358	29069	0.9806	4.377	43	9	0		
838	NAHR_01167_chr16_28M	chr16	28751784	28780132	29476490	29506281	28780132	29476490	696358	29069	0.9806	4.377	43	9	0		
839	NAHR_00929_chr15_84M	chr15	84320066	84362256	85210114	85252827	84362256	85210114	847858	42451	0.9914	4.588	26	8	0		
840	NAHR_00957_chr15_84M	chr15	84320066	84362256	85210114	85252827	84362256	85210114	847858	42451	0.9914	4.588	26	8	0		
841	NAHR_00817_chr15_30M	chr15	30377806	30400000	32419139	32441361	30400000	32419139	2019139	22208	0.9967	4.332	30	9	0		
842	NAHR_00850_chr15_30M	chr15	30377806	30400000	32419139	32441361	30400000	32419139	2019139	22208	0.9967	4.332	30	9	0		
843	NAHR_00491_chr1_222M	chr1	222476750	222520800	223951888	223989224	222520800	223951888	1431088	40693	0.9833	4.532	22	8	0		TAF1A=HP:0011675:Arrhythmia;MIA3=HP:0000704:Periodontitis
844	NAHR_00493_chr1_222M	chr1	222476750	222520800	223951888	223989224	222520800	223951888	1431088	40693	0.9833	4.532	22	8	0		TAF1A=HP:0011675:Arrhythmia;MIA3=HP:0000704:Periodontitis
845	NAHR_00812_chr15_30M	chr15	30086243	30102064	32384944	32400000	30102064	32384944	2282880	15438	0.9733	4.077	33	10	0		
846	NAHR_00845_chr15_30M	chr15	30086243	30102064	32384944	32400000	30102064	32384944	2282880	15438	0.9733	4.077	33	10	0		
847	NAHR_00297_chr1_146M	chr1	146107394	146117419	149055777	149064295	146117419	149055777	2938358	9271	0.9754	3.870	51	11	0		
848	NAHR_00426_chr1_146M	chr1	146107394	146117419	149055777	149064295	146117419	149055777	2938358	9271	0.9754	3.870	51	11	0		
849	NAHR_00287_chr1_146M	chr1	146074321	146084390	149055777	149064295	146084390	149055777	2971387	9293	0.9746	3.867	51	11	0		
850	NAHR_00292_chr1_146M	chr1	146083787	146093829	149055777	149064295	146093829	149055777	2961948	9280	0.9746	3.867	51	11	0		
851	NAHR_00427_chr1_146M	chr1	146083787	146093829	149055777	149064295	146093829	149055777	2961948	9280	0.9746	3.867	51	11	0		
852	NAHR_00428_chr1_146M	chr1	146074321	146084390	149055777	149064295	146084390	149055777	2971387	9293	0.9746	3.867	51	11	0		
853	NAHR_02717_chr9_87M	chr9	87908261	87915591	92876433	92883708	87915591	92876433	4960842	7302	0.9532	3.683	67	12	0		
854	NAHR_02726_chr9_87M	chr9	87908261	87915591	92876433	92883708	87915591	92876433	4960842	7302	0.9532	3.683	67	12	0		
855	NAHR_01143_chr16_28M	chr16	28751784	28772359	29384082	29404490	28772359	29384082	611723	20491	0.9825	4.236	36	9	0		
856	NAHR_01161_chr16_28M	chr16	28751784	28772359	29384082	29404490	28772359	29384082	611723	20491	0.9825	4.236	36	9	0		
857	NAHR_01019_chr16_15M	chr16	15150071	15161657	16303244	16314822	15161657	16303244	1141587	11582	0.9898	4.022	22	10	0		
858	NAHR_01036_chr16_15M	chr16	15150071	15161657	16303244	16314822	15161657	16303244	1141587	11582	0.9898	4.022	22	10	0		
859	NAHR_01775_chr2_110M	chr2	110482673	110494401	112437912	112449874	110494401	112437912	1943511	11845	0.9866	4.019	31	10	0		BUB1=HP:0002817:Abnormality of the upper limb
860	NAHR_01787_chr2_110M	chr2	110482673	110494401	112437912	112449874	110494401	112437912	1943511	11845	0.9866	4.019	31	10	0		BUB1=HP:0002817:Abnormality of the upper limb
861	NAHR_01397_chr17_18M	chr17	18570603	18627470	20309890	20374800	18627470	20309890	1682420	60888	0.9857	4.716	57	7	0		
862	NAHR_01413_chr17_18M	chr17	18570603	18627470	20309890	20374800	18627470	20309890	1682420	60888	0.9857	4.716	57	7	0		
863	NAHR_00520_chr10_45M	chr10	45818569	45876166	49959916	50017528	45876166	49959916	4083750	57604	0.9870	4.699	77	7	0		
864	NAHR_00575_chr10_45M	chr10	45818569	45876166	49959916	50017528	45876166	49959916	4083750	57604	0.9870	4.699	77	7	0		
865	NAHR_00324_chr1_146M	chr1	146959550	146965184	149475332	149480964	146965184	149475332	2510148	5633	0.9667	3.626	48	12	0		
866	NAHR_00455_chr1_146M	chr1	146959550	146965184	149475332	149480964	146965184	149475332	2510148	5633	0.9667	3.626	48	12	0		
867	NAHR_00869_chr15_74M	chr15	74060643	74090670	75274718	75304798	74090670	75274718	1184048	30053	0.9896	4.431	47	8	0		STRA6=HP:0030680:Abnormal cardiovascular system morphology
868	NAHR_00874_chr15_74M	chr15	74060643	74090670	75274718	75304798	74090670	75274718	1184048	30053	0.9896	4.431	47	8	0		STRA6=HP:0030680:Abnormal cardiovascular system morphology
869	NAHR_00709_chr15_20M	chr15	20528505	20579931	23123714	23174968	20579931	23123714	2543783	51340	0.9941	4.683	48	7	0		
870	NAHR_00735_chr15_20M	chr15	20528505	20579931	23123714	23174968	20579931	23123714	2543783	51340	0.9941	4.683	48	7	0		
871	NAHR_00706_chr15_20M	chr15	20504949	20533030	23276874	23304972	20533030	23276874	2743844	28089	0.9940	4.422	52	8	0		
872	NAHR_00738_chr15_20M	chr15	20504949	20533030	23276874	23304972	20533030	23276874	2743844	28089	0.9940	4.422	52	8	0		
873	NAHR_00796_chr15_28M	chr15	28697783	28730436	30535253	30566611	28730436	30535253	1804817	32005	0.9792	4.411	34	8	0		
874	NAHR_00828_chr15_28M	chr15	28697783	28730436	30535253	30566611	28730436	30535253	1804817	32005	0.9792	4.411	34	8	0		
875	NAHR_00797_chr15_28M	chr15	28697783	28730436	30399634	30430984	28730436	30399634	1669198	32001	0.9786	4.409	29	8	0		
876	NAHR_00822_chr15_28M	chr15	28697783	28730436	30399634	30430984	28730436	30399634	1669198	32001	0.9786	4.409	29	8	0		
877	NAHR_01574_chr18_10M	chr18	10604204	10656105	12167145	12231381	10656105	12167145	1511040	58068	0.9790	4.664	31	7	0		PIEZO2=HP:0002334:Abnormal cerebellar vermis morphology
878	NAHR_01578_chr18_10M	chr18	10604204	10656105	12167145	12231381	10656105	12167145	1511040	58068	0.9790	4.664	31	7	0		PIEZO2=HP:0002334:Abnormal cerebellar vermis morphology
879	NAHR_02014_chr22_20M	chr22	20687015	20699044	21118676	21130514	20699044	21118676	419632	11933	0.9677	3.945	23	10	0		PI4KA=HP:0007359:Focal-onset seizure;SERPIND1=HP:0005521:Disseminated intravascular coagulation;SNAP29=HP:0000504:Abnormality of vision
880	NAHR_02031_chr22_20M	chr22	20687015	20699044	21118676	21130514	20699044	21118676	419632	11933	0.9677	3.945	23	10	0		PI4KA=HP:0007359:Focal-onset seizure;SERPIND1=HP:0005521:Disseminated intravascular coagulation;SNAP29=HP:0000504:Abnormality of vision
881	NAHR_02013_chr22_20M	chr22	20687015	20699044	21280012	21291838	20699044	21280012	580968	11927	0.9673	3.943	27	10	0		PI4KA=HP:0007359:Focal-onset seizure;SERPIND1=HP:0005521:Disseminated intravascular coagulation;SNAP29=HP:0000504:Abnormality of vision
882	NAHR_02046_chr22_20M	chr22	20687015	20699044	21280012	21291838	20699044	21280012	580968	11927	0.9673	3.943	27	10	0		PI4KA=HP:0007359:Focal-onset seizure;SERPIND1=HP:0005521:Disseminated intravascular coagulation;SNAP29=HP:0000504:Abnormality of vision
883	NAHR_01092_chr16_18M	chr16	18919064	18931063	21494593	21506909	18931063	21494593	2563530	12157	0.9645	3.940	61	10	0		COQ7=HP:0003391:Gowers sign
884	NAHR_01102_chr16_18M	chr16	18919064	18931063	21494593	21506909	18931063	21494593	2563530	12157	0.9645	3.940	61	10	0		COQ7=HP:0003391:Gowers sign
885	NAHR_01798_chr2_130M	chr2	130401225	130510332	131217262	131326804	130510332	131217262	706930	109324	0.9762	4.919	21	6	0		
886	NAHR_01805_chr2_130M	chr2	130401225	130510332	131217262	131326804	130510332	131217262	706930	109324	0.9762	4.919	21	6	0		
887	NAHR_00838_chr15_30M	chr15	30678215	30781397	31617789	31727417	30781397	31617789	836392	106405	0.9781	4.917	9	6	0		FAN1=HP:0003076:Glycosuria;TRPM1=HP:0000512:Abnormal electroretinogram
888	NAHR_00840_chr15_30M	chr15	30678215	30781397	31617789	31727417	30781397	31617789	836392	106405	0.9781	4.917	9	6	0		FAN1=HP:0003076:Glycosuria;TRPM1=HP:0000512:Abnormal electroretinogram
889	NAHR_00184_chr1_144M	chr1	144457971	144550481	146384363	146474420	144550481	146384363	1833882	91283	0.9907	4.914	43	6	0		
890	NAHR_00316_chr1_144M	chr1	144457971	144550481	146384363	146474420	144550481	146384363	1833882	91283	0.9907	4.914	43	6	0		
891	NAHR_02897_chrY_23M	chrY	22746680	23144660	24891724	25289689	23144660	24891724	1747064	397972	0.9994	5.596	12	4	0		DAZ1=HP:0000028:Cryptorchidism;DAZ2=HP:0000028:Cryptorchidism
892	NAHR_02922_chrY_23M	chrY	22746680	23144660	24891724	25289689	23144660	24891724	1747064	397972	0.9994	5.596	12	4	0		DAZ1=HP:0000028:Cryptorchidism;DAZ2=HP:0000028:Cryptorchidism
893	NAHR_00591_chr10_79M	chr10	79500987	79551117	80209920	80258685	79551117	80209920	658803	49447	0.9783	4.592	18	7	0		SFTPA2=HP:0030830:Crackles;SFTPA1=HP:0030830:Crackles;NUTM2B-AS1=HP:0001251:Ataxia
894	NAHR_00596_chr10_79M	chr10	79500987	79551117	80209920	80258685	79551117	80209920	658803	49447	0.9783	4.592	18	7	0		SFTPA2=HP:0030830:Crackles;SFTPA1=HP:0030830:Crackles;NUTM2B-AS1=HP:0001251:Ataxia
895	NAHR_00884_chr15_78M	chr15	77967353	78000833	78750630	78786352	78000833	78750630	749797	34601	0.9536	4.328	23	8	0		TBC1D2B=HP:0030793:Jaw swelling;CIB2=HP:0001751:Abnormal vestibular function;IDH3A=HP:0025158:Hyperautofluorescent retinal lesion
896	NAHR_00886_chr15_78M	chr15	77967353	78000833	78750630	78786352	78000833	78750630	749797	34601	0.9536	4.328	23	8	0		TBC1D2B=HP:0030793:Jaw swelling;CIB2=HP:0001751:Abnormal vestibular function;IDH3A=HP:0025158:Hyperautofluorescent retinal lesion
897	NAHR_00336_chr1_146M	chr1	146984320	146994453	148536274	148546317	146994453	148536274	1541821	10088	0.9689	3.879	33	10	0		
898	NAHR_00396_chr1_146M	chr1	146984320	146994453	148536274	148546317	146994453	148536274	1541821	10088	0.9689	3.879	33	10	0		
899	NAHR_02050_chr22_21M	chr22	21285042	21295541	23310737	23321261	21295541	23310737	2015196	10511	0.9610	3.865	51	10	0		
900	NAHR_02080_chr22_21M	chr22	21285042	21295541	23310737	23321261	21295541	23310737	2015196	10511	0.9610	3.865	51	10	0		
901	NAHR_02029_chr22_21M	chr22	21114972	21125472	23310737	23321261	21125472	23310737	2185265	10512	0.9606	3.863	55	10	0		
902	NAHR_02081_chr22_21M	chr22	21114972	21125472	23310737	23321261	21125472	23310737	2185265	10512	0.9606	3.863	55	10	0		
903	NAHR_00963_chr15_99M	chr15	99779108	99800257	101764214	101794394	99800257	101764214	1963957	25664	0.9702	4.278	43	8	0		ADAMTS17=HP:0030680:Abnormal cardiovascular system morphology
904	NAHR_00966_chr15_99M	chr15	99779108	99800257	101764214	101794394	99800257	101764214	1963957	25664	0.9702	4.278	43	8	0		ADAMTS17=HP:0030680:Abnormal cardiovascular system morphology
905	NAHR_00820_chr15_30M	chr15	30395181	30410978	32384944	32399999	30410978	32384944	1973966	15426	0.9666	4.049	27	9	0		
906	NAHR_00844_chr15_30M	chr15	30395181	30410978	32384944	32399999	30410978	32384944	1973966	15426	0.9666	4.049	27	9	0		
907	NAHR_00831_chr15_30M	chr15	30555261	30571061	32384944	32400000	30571061	32384944	1813883	15428	0.9666	4.048	20	9	0		
908	NAHR_00843_chr15_30M	chr15	30555261	30571061	32384944	32400000	30571061	32384944	1813883	15428	0.9666	4.048	20	9	0		
909	NAHR_01021_chr16_15M	chr16	15156638	15161657	18486486	18491490	15161657	18486486	3324829	5011	0.9894	3.661	55	11	0		
910	NAHR_01083_chr16_15M	chr16	15156638	15161657	18486486	18491490	15161657	18486486	3324829	5011	0.9894	3.661	55	11	0		
911	NAHR_01123_chr16_28M	chr16	28337951	28471892	28643180	28777130	28471892	28643180	171288	133945	0.9969	5.111	15	5	0		CLN3=HP:0000709:Psychosis
912	NAHR_01140_chr16_28M	chr16	28337951	28471892	28643180	28777130	28471892	28643180	171288	133945	0.9969	5.111	15	5	0		CLN3=HP:0000709:Psychosis
913	NAHR_00318_chr1_146M	chr1	146446208	146457418	148339338	148348209	146457418	148339338	1881920	10040	0.9566	3.828	32	10	0		
914	NAHR_00380_chr1_146M	chr1	146446208	146457418	148339338	148348209	146457418	148339338	1881920	10040	0.9566	3.828	32	10	0		
915	NAHR_00548_chr10_46M	chr10	46800585	46840017	49972840	50012244	46840017	49972840	3132823	39418	0.9773	4.491	54	7	0		GDF2=HP:0011025:Abnormal cardiovascular system physiology
916	NAHR_00577_chr10_46M	chr10	46800585	46840017	49972840	50012244	46840017	49972840	3132823	39418	0.9773	4.491	54	7	0		GDF2=HP:0011025:Abnormal cardiovascular system physiology
917	NAHR_00978_chr16_14M	chr16	14687179	14692880	18310894	18317962	14692880	18310894	3618014	6384	0.9546	3.632	67	11	0		
918	NAHR_01060_chr16_14M	chr16	14687179	14692880	18310894	18317962	14692880	18310894	3618014	6384	0.9546	3.632	67	11	0		
919	NAHR_00536_chr10_46M	chr10	46332689	46370152	49984214	50021726	46370152	49984214	3614062	37487	0.9754	4.462	72	7	0		
920	NAHR_00579_chr10_46M	chr10	46332689	46370152	49984214	50021726	46370152	49984214	3614062	37487	0.9754	4.462	72	7	0		
921	NAHR_02311_chr7_4M	chr7	4976968	4991874	5722273	5738661	4991874	5722273	730399	15647	0.9516	3.991	24	9	0		
922	NAHR_02312_chr7_4M	chr7	4976968	4991874	5722273	5738661	4991874	5722273	730399	15647	0.9516	3.991	24	9	0		
923	NAHR_01797_chr2_130M	chr2	130245672	130286100	131366288	131401549	130286100	131366288	1080188	37844	0.9708	4.444	31	7	0		
924	NAHR_01808_chr2_130M	chr2	130245672	130286100	131366288	131401549	130286100	131366288	1080188	37844	0.9708	4.444	31	7	0		
925	NAHR_01127_chr16_28M	chr16	28417889	28471892	28757279	28811313	28471892	28757279	285387	54018	0.9970	4.718	18	6	0		CLN3=HP:0000709:Psychosis
926	NAHR_01147_chr16_28M	chr16	28417889	28471892	28757279	28811313	28471892	28757279	285387	54018	0.9970	4.718	18	6	0		CLN3=HP:0000709:Psychosis
927	NAHR_00313_chr1_146M	chr1	146365241	146371772	148524430	148530937	146371772	148524430	2152658	6519	0.9883	3.770	38	10	0		
928	NAHR_00389_chr1_146M	chr1	146365241	146371772	148524430	148530937	146371772	148524430	2152658	6519	0.9883	3.770	38	10	0		
929	NAHR_00186_chr1_144M	chr1	144552011	144608561	146328663	146387344	144608561	146328663	1720102	57615	0.9886	4.706	41	6	0		
930	NAHR_00311_chr1_144M	chr1	144552011	144608561	146328663	146387344	144608561	146328663	1720102	57615	0.9886	4.706	41	6	0		
931	NAHR_01095_chr16_18M	chr16	18984978	18993050	21437543	21445532	18993050	21437543	2444493	8030	0.9620	3.756	59	10	0		COQ7=HP:0003391:Gowers sign
932	NAHR_01100_chr16_18M	chr16	18984978	18993050	21437543	21445532	18993050	21437543	2444493	8030	0.9620	3.756	59	10	0		COQ7=HP:0003391:Gowers sign
933	NAHR_02022_chr22_20M	chr22	20731437	20738049	21485124	21491753	20738049	21485124	747075	6620	0.9810	3.748	34	10	0		PI4KA=HP:0007359:Focal-onset seizure;SERPIND1=HP:0005521:Disseminated intravascular coagulation;SNAP29=HP:0000504:Abnormality of vision;CRKL=HP:0000453:Choanal atresia
934	NAHR_02064_chr22_20M	chr22	20731437	20738049	21485124	21491753	20738049	21485124	747075	6620	0.9810	3.748	34	10	0		PI4KA=HP:0007359:Focal-onset seizure;SERPIND1=HP:0005521:Disseminated intravascular coagulation;SNAP29=HP:0000504:Abnormality of vision;CRKL=HP:0000453:Choanal atresia
935	NAHR_01776_chr2_110M	chr2	110494252	110500614	112495644	112501717	110500614	112495644	1995030	6217	0.9831	3.730	33	10	0		BUB1=HP:0002817:Abnormality of the upper limb
936	NAHR_01789_chr2_110M	chr2	110494252	110500614	112495644	112501717	110500614	112495644	1995030	6217	0.9831	3.730	33	10	0		BUB1=HP:0002817:Abnormality of the upper limb
937	NAHR_00505_chr10_45M	chr10	45676295	45705380	49986169	50015319	45705380	49986169	4280789	29117	0.9818	4.383	83	7	0		
938	NAHR_00580_chr10_45M	chr10	45676295	45705380	49986169	50015319	45705380	49986169	4280789	29117	0.9818	4.383	83	7	0		
939	NAHR_00801_chr15_28M	chr15	28698367	28714168	30602279	30618102	28714168	30602279	1888111	15812	0.9831	4.128	37	8	0		
940	NAHR_00834_chr15_28M	chr15	28698367	28714168	30602279	30618102	28714168	30602279	1888111	15812	0.9831	4.128	37	8	0		
941	NAHR_01746_chr2_108M	chr2	108493300	108522807	109841438	109871001	108522807	109841438	1318631	29535	0.9753	4.360	15	7	0		RANBP2=HP:0002181:Cerebral edema
942	NAHR_01763_chr2_108M	chr2	108493300	108522807	109841438	109871001	108522807	109841438	1318631	29535	0.9753	4.360	15	7	0		RANBP2=HP:0002181:Cerebral edema
943	NAHR_00939_chr15_84M	chr15	84400000	84416977	85182961	85203836	84416977	85182961	765984	18926	0.9625	4.117	24	8	0		
944	NAHR_00954_chr15_84M	chr15	84400000	84416977	85182961	85203836	84416977	85182961	765984	18926	0.9625	4.117	24	8	0		
945	NAHR_00867_chr15_72M	chr15	72619465	72671198	74065750	74118012	72671198	74065750	1394552	51997	0.9801	4.622	23	6	0		BBS4=HP:0100259:Postaxial polydactyly
946	NAHR_00871_chr15_72M	chr15	72619465	72671198	74065750	74118012	72671198	74065750	1394552	51997	0.9801	4.622	23	6	0		BBS4=HP:0100259:Postaxial polydactyly
947	NAHR_01800_chr2_130M	chr2	130610420	130719935	131217262	131326479	130719935	131217262	497327	109366	0.9773	4.924	10	5	0		
948	NAHR_01804_chr2_130M	chr2	130610420	130719935	131217262	131326479	130719935	131217262	497327	109366	0.9773	4.924	10	5	0		
949	NAHR_00527_chr10_46M	chr10	46108283	46133420	49987378	50012244	46133420	49987378	3853958	25001	0.9855	4.334	73	7	0		
950	NAHR_00581_chr10_46M	chr10	46108283	46133420	49987378	50012244	46133420	49987378	3853958	25001	0.9855	4.334	73	7	0		
951	NAHR_01405_chr17_18M	chr17	18823787	18848096	20324531	20348106	18848096	20324531	1476435	23942	0.9865	4.320	51	7	0		
