pair_id	chrom	lcr_up_start	lcr_up_end	lcr_down_start	lcr_down_end	interior_start	interior_end	interior_len_bp	avg_lcr_len_bp	identity	propensity_X	n_interior_genes	n_disease_genes	n_HI3_genes
NAHR_01342_chr16_32M	chr16	32142930	32149446	36153734	36160204	32149446	36153734	4004288	6493	0.9528	3.632	68	0	0
NAHR_01343_chr16_33M	chr16	33042575	33050684	36157576	36164410	33050684	36157576	3106892	7471	0.9524	3.689	45	0	0
NAHR_01344_chr16_32M	chr16	32099293	32107387	36157576	36164410	32107387	36157576	4050189	7464	0.9532	3.692	69	0	0
NAHR_01345_chr16_33M	chr16	33074561	33092363	36201880	36219427	33092363	36201880	3109517	17674	0.9558	4.060	44	0	0
NAHR_01346_chr16_32M	chr16	32778036	32796161	36201880	36219427	32796161	36201880	3405719	17836	0.9557	4.063	50	0	0
NAHR_01347_chr16_32M	chr16	32131326	32149446	36201880	36219427	32149446	36201880	4052434	17833	0.9565	4.066	68	0	0
NAHR_01348_chr16_32M	chr16	32820465	32835721	36209462	36223659	32835721	36209462	3373741	14726	0.9543	3.978	49	0	0
NAHR_01349_chr16_33M	chr16	33042577	33050685	36216816	36223659	33050685	36216816	3166131	7475	0.9544	3.697	45	0	0
NAHR_01350_chr16_32M	chr16	32099295	32107388	36216816	36223659	32107388	36216816	4109428	7468	0.9542	3.696	69	0	0
NAHR_01351_chr16_69M	chr16	69943595	69972625	74400000	74428921	69972625	74400000	4427375	28975	0.9906	4.420	87	14	0
NAHR_01352_chr16_69M	chr16	69943595	69972852	70166592	70195747	69972852	70166592	193740	29206	0.9920	4.430	5	0	0
NAHR_01353_chr16_69M	chr16	69972590	69993280	74374671	74395818	69993280	74374671	4381391	20918	0.9772	4.222	86	14	0
NAHR_01354_chr16_70M	chr16	70002829	70008690	70205978	70211707	70008690	70205978	197288	5795	0.9593	3.610	6	0	0
NAHR_01355_chr16_70M	chr16	70075623	70107146	74525429	74556263	70107146	74525429	4418283	31178	0.9843	4.423	87	14	0
NAHR_01356_chr16_70M	chr16	70110348	70149551	74331604	74372145	70149551	74331604	4182053	39872	0.9810	4.513	81	14	0
NAHR_01357_chr16_70M	chr16	70165229	70203673	74391726	74430284	70203673	74391726	4188053	38501	0.9905	4.542	81	14	0
NAHR_01358_chr16_69M	chr16	69943595	69972852	70166592	70195747	69972852	70166592	193740	29206	0.9920	4.430	5	0	0
NAHR_01359_chr16_70M	chr16	70002829	70008690	70205978	70211707	70008690	70205978	197288	5795	0.9593	3.610	6	0	0
NAHR_01360_chr16_70M	chr16	70110348	70149551	74331604	74372145	70149551	74331604	4182053	39872	0.9810	4.513	81	14	0
NAHR_01361_chr16_69M	chr16	69972590	69993280	74374671	74395818	69993280	74374671	4381391	20918	0.9772	4.222	86	14	0
NAHR_01362_chr16_70M	chr16	70165229	70203673	74391726	74430284	70203673	74391726	4188053	38501	0.9905	4.542	81	14	0
NAHR_01363_chr16_69M	chr16	69943595	69972625	74400000	74428921	69972625	74400000	4427375	28975	0.9906	4.420	87	14	0
NAHR_01364_chr16_70M	chr16	70075623	70107146	74525429	74556263	70107146	74525429	4418283	31178	0.9843	4.423	87	14	0
NAHR_01365_chr17_3M	chr17	3050860	3082008	3221835	3253425	3082008	3221835	139827	31369	0.9838	4.424	6	0	0
NAHR_01366_chr17_3M	chr17	3050860	3082008	3221835	3253425	3082008	3221835	139827	31369	0.9838	4.424	6	0	0
NAHR_01367_chr17_4M	chr17	4635735	4642260	6655159	6661436	4642260	6655159	2012899	6401	0.9569	3.642	71	21	0
NAHR_01368_chr17_4M	chr17	4635735	4642260	6655159	6661436	4642260	6655159	2012899	6401	0.9569	3.642	71	21	0
NAHR_01369_chr17_14M	chr17	14019962	14030804	14230542	14241379	14030804	14230542	199738	10839	0.9904	3.996	2	1	0
NAHR_01370_chr17_14M	chr17	14170711	14194597	15567588	15591460	14194597	15567588	1372991	23879	0.9871	4.321	26	10	1
NAHR_01371_chr17_14M	chr17	14019962	14030804	14230542	14241379	14030804	14230542	199738	10839	0.9904	3.996	2	1	0
NAHR_01372_chr17_15M	chr17	15519639	15567586	18776763	18824059	15567586	18776763	3209177	47621	0.9863	4.614	114	16	2
NAHR_01373_chr17_14M	chr17	14170711	14194597	15567588	15591460	14194597	15567588	1372991	23879	0.9871	4.321	26	10	1
NAHR_01374_chr17_15M	chr17	15591295	15648200	18716833	18772118	15648200	18716833	3068633	56095	0.9852	4.678	112	15	2
NAHR_01375_chr17_15M	chr17	15665241	15756337	18628600	18717075	15756337	18628600	2872263	89785	0.9853	4.880	100	15	2
NAHR_01376_chr17_15M	chr17	15756347	15773480	20571396	20588496	15773480	20571396	4797916	17116	0.9885	4.185	170	22	2
NAHR_01377_chr17_15M	chr17	15785533	15811074	20588206	20618710	15811074	20588206	4777132	28022	0.9841	4.377	170	22	2
NAHR_01378_chr17_15M	chr17	15810822	15820042	20626299	20635597	15820042	20626299	4806257	9259	0.9780	3.879	171	22	2
NAHR_01379_chr17_15M	chr17	15811076	15820029	16882904	16896143	15820029	16882904	1062875	11096	0.9580	3.875	37	5	0
NAHR_01380_chr17_15M	chr17	15819755	15880697	20637828	20698415	15880697	20637828	4757131	60764	0.9861	4.717	169	22	2
NAHR_01381_chr17_16M	chr17	16679149	16703485	20883174	20906980	16703485	20883174	4179689	24071	0.9654	4.230	152	17	2
NAHR_01382_chr17_16M	chr17	16685735	16813672	20316336	20442258	16813672	20316336	3502664	126929	0.9870	5.037	124	17	2
NAHR_01383_chr17_16M	chr17	16689920	16744726	18570603	18625928	16744726	18570603	1825877	55065	0.9891	4.689	73	10	2
NAHR_01384_chr17_16M	chr17	16693333	16717399	18823787	18848095	16717399	18823787	2106388	24187	0.9857	4.321	81	10	2
NAHR_01385_chr17_16M	chr17	16747506	16813672	18502051	18568180	16813672	18502051	1688379	66147	0.9890	4.768	64	10	2
NAHR_01386_chr17_16M	chr17	16815733	16853797	20491963	20525467	16853797	20491963	3638166	35784	0.9887	4.502	125	17	2
NAHR_01387_chr17_16M	chr17	16815733	16853797	18418949	18452435	16853797	18418949	1565152	35775	0.9892	4.505	53	10	2
NAHR_01388_chr17_16M	chr17	16852786	16864176	20563257	20574738	16864176	20563257	3699081	11435	0.9663	3.921	132	17	2
NAHR_01389_chr17_16M	chr17	16858301	16873390	17001982	17017820	16873390	17001982	128592	15463	0.9665	4.049	4	1	0
NAHR_01390_chr17_16M	chr17	16882904	16899801	20626553	20639029	16899801	20626553	3726752	14686	0.9525	3.969	134	17	2
NAHR_01391_chr17_15M	chr17	15811076	15820029	16882904	16896143	15820029	16882904	1062875	11096	0.9580	3.875	37	5	0
NAHR_01392_chr17_16M	chr17	16858301	16873390	17001982	17017820	16873390	17001982	128592	15463	0.9665	4.049	4	1	0
NAHR_01393_chr17_17M	chr17	17011962	17017820	20568872	20574738	17017820	20568872	3551052	5862	0.9537	3.594	126	16	2
NAHR_01394_chr17_18M	chr17	18384909	18568180	20377554	20560909	18568180	20377554	1809374	183313	0.9917	5.220	61	7	0
NAHR_01395_chr17_16M	chr17	16815733	16853797	18418949	18452435	16853797	18418949	1565152	35775	0.9892	4.505	53	10	2
NAHR_01396_chr17_16M	chr17	16747506	16813672	18502051	18568180	16813672	18502051	1688379	66147	0.9890	4.768	64	10	2
NAHR_01397_chr17_18M	chr17	18570603	18627470	20309890	20374800	18627470	20309890	1682420	60888	0.9857	4.716	57	7	0
NAHR_01398_chr17_16M	chr17	16689920	16744726	18570603	18625928	16744726	18570603	1825877	55065	0.9891	4.689	73	10	2
NAHR_01399_chr17_18M	chr17	18597985	18622233	18823773	18848096	18622233	18823773	201540	24285	0.9900	4.342	9	0	0
NAHR_01400_chr17_18M	chr17	18611954	18625928	20883174	20896400	18625928	20883174	2257246	13600	0.9544	3.945	79	7	0
NAHR_01401_chr17_15M	chr17	15665241	15756337	18628600	18717075	15756337	18628600	2872263	89785	0.9853	4.880	100	15	2
NAHR_01402_chr17_15M	chr17	15591295	15648200	18716833	18772118	15648200	18716833	3068633	56095	0.9852	4.678	112	15	2
NAHR_01403_chr17_15M	chr17	15519639	15567586	18776763	18824059	15567586	18776763	3209177	47621	0.9863	4.614	114	16	2
NAHR_01404_chr17_18M	chr17	18597985	18622233	18823773	18848096	18622233	18823773	201540	24285	0.9900	4.342	9	0	0
NAHR_01405_chr17_18M	chr17	18823787	18848096	20324531	20348106	18848096	20324531	1476435	23942	0.9865	4.320	51	7	0
NAHR_01406_chr17_16M	chr17	16693333	16717399	18823787	18848095	16717399	18823787	2106388	24187	0.9857	4.321	81	10	2
NAHR_01407_chr17_19M	chr17	19025184	19063230	19111333	19149353	19063230	19111333	48103	38033	0.9986	4.574	3	0	0
NAHR_01408_chr17_19M	chr17	19058671	19103046	19149041	19193468	19103046	19149041	45995	44401	0.9932	4.616	3	0	0
NAHR_01409_chr17_19M	chr17	19073944	19111338	19200000	19237509	19111338	19200000	88662	37451	0.9991	4.569	6	0	0
NAHR_01410_chr17_19M	chr17	19025184	19063230	19111333	19149353	19063230	19111333	48103	38033	0.9986	4.574	3	0	0
NAHR_01411_chr17_19M	chr17	19058671	19103046	19149041	19193468	19103046	19149041	45995	44401	0.9932	4.616	3	0	0
NAHR_01412_chr17_19M	chr17	19073944	19111338	19200000	19237509	19111338	19200000	88662	37451	0.9991	4.569	6	0	0
NAHR_01413_chr17_18M	chr17	18570603	18627470	20309890	20374800	18627470	20309890	1682420	60888	0.9857	4.716	57	7	0
NAHR_01414_chr17_20M	chr17	20316336	20334814	20883174	20900486	20334814	20883174	548360	17895	0.9527	4.052	21	0	0
NAHR_01415_chr17_16M	chr17	16685735	16813672	20316336	20442258	16813672	20316336	3502664	126929	0.9870	5.037	124	17	2
NAHR_01416_chr17_18M	chr17	18823787	18848096	20324531	20348106	18848096	20324531	1476435	23942	0.9865	4.320	51	7	0
NAHR_01417_chr17_18M	chr17	18384909	18568180	20377554	20560909	18568180	20377554	1809374	183313	0.9917	5.220	61	7	0
NAHR_01418_chr17_16M	chr17	16815733	16853797	20491963	20525467	16853797	20491963	3638166	35784	0.9887	4.502	125	17	2
NAHR_01419_chr17_16M	chr17	16852786	16864176	20563257	20574738	16864176	20563257	3699081	11435	0.9663	3.921	132	17	2
NAHR_01420_chr17_17M	chr17	17011962	17017820	20568872	20574738	17017820	20568872	3551052	5862	0.9537	3.594	126	16	2
NAHR_01421_chr17_15M	chr17	15756347	15773480	20571396	20588496	15773480	20571396	4797916	17116	0.9885	4.185	170	22	2
NAHR_01422_chr17_15M	chr17	15785533	15811074	20588206	20618710	15811074	20588206	4777132	28022	0.9841	4.377	170	22	2
NAHR_01423_chr17_15M	chr17	15810822	15820042	20626299	20635597	15820042	20626299	4806257	9259	0.9780	3.879	171	22	2
NAHR_01424_chr17_16M	chr17	16882904	16899801	20626553	20639029	16899801	20626553	3726752	14686	0.9525	3.969	134	17	2
NAHR_01425_chr17_15M	chr17	15819755	15880697	20637828	20698415	15880697	20637828	4757131	60764	0.9861	4.717	169	22	2
NAHR_01426_chr17_20M	chr17	20830779	20874451	22534649	22576200	20874451	22534649	1660198	42611	0.9605	4.447	29	1	0
NAHR_01427_chr17_20M	chr17	20863979	20881669	22086140	22104095	20881669	22086140	1204471	17822	0.9612	4.086	21	1	0
NAHR_01428_chr17_20M	chr17	20863979	20878245	21602817	21617162	20878245	21602817	724572	14305	0.9652	4.011	19	0	0
NAHR_01429_chr17_20M	chr17	20316336	20334814	20883174	20900486	20334814	20883174	548360	17895	0.9527	4.052	21	0	0
NAHR_01430_chr17_18M	chr17	18611954	18625928	20883174	20896400	18625928	20883174	2257246	13600	0.9544	3.945	79	7	0
NAHR_01431_chr17_16M	chr17	16679149	16703485	20883174	20906980	16703485	20883174	4179689	24071	0.9654	4.230	152	17	2
NAHR_01432_chr17_21M	chr17	21304469	21351656	21736308	21783461	21351656	21736308	384652	47170	0.9807	4.583	9	1	0
NAHR_01433_chr17_21M	chr17	21399777	21450415	21687226	21736311	21450415	21687226	236811	49861	0.9791	4.599	7	0	0
NAHR_01434_chr17_21M	chr17	21546843	21574473	22411522	22440238	21574473	22411522	837049	28173	0.9556	4.252	8	1	0
NAHR_01435_chr17_21M	chr17	21573042	21602809	22270077	22300183	21602809	22270077	667268	29936	0.9660	4.324	5	1	0
NAHR_01436_chr17_21M	chr17	21602817	21659781	22042061	22100583	21659781	22042061	382280	57743	0.9795	4.664	1	1	0
NAHR_01437_chr17_20M	chr17	20863979	20878245	21602817	21617162	20878245	21602817	724572	14305	0.9652	4.011	19	0	0
NAHR_01438_chr17_21M	chr17	21399777	21450415	21687226	21736311	21450415	21687226	236811	49861	0.9791	4.599	7	0	0
NAHR_01439_chr17_21M	chr17	21304469	21351656	21736308	21783461	21351656	21736308	384652	47170	0.9807	4.583	9	1	0
NAHR_01440_chr17_21M	chr17	21832219	21841820	26721387	26731028	21841820	26721387	4879567	9621	0.9559	3.807	10	0	0
NAHR_01441_chr17_21M	chr17	21835701	21842039	26767144	26773448	21842039	26767144	4925105	6321	0.9587	3.644	10	0	0
NAHR_01442_chr17_21M	chr17	21602817	21659781	22042061	22100583	21659781	22042061	382280	57743	0.9795	4.664	1	1	0
NAHR_01443_chr17_22M	chr17	22054966	22061025	26776265	26782498	22061025	26776265	4715240	6146	0.9518	3.606	10	0	0
NAHR_01444_chr17_20M	chr17	20863979	20881669	22086140	22104095	20881669	22086140	1204471	17822	0.9612	4.086	21	1	0
NAHR_01445_chr17_21M	chr17	21573042	21602809	22270077	22300183	21602809	22270077	667268	29936	0.9660	4.324	5	1	0
NAHR_01446_chr17_21M	chr17	21546843	21574473	22411522	22440238	21574473	22411522	837049	28173	0.9556	4.252	8	1	0
NAHR_01447_chr17_20M	chr17	20830779	20874451	22534649	22576200	20874451	22534649	1660198	42611	0.9605	4.447	29	1	0
NAHR_01448_chr17_21M	chr17	21832219	21841820	26721387	26731028	21841820	26721387	4879567	9621	0.9559	3.807	10	0	0
NAHR_01449_chr17_21M	chr17	21835701	21842039	26767144	26773448	21842039	26767144	4925105	6321	0.9587	3.644	10	0	0
NAHR_01450_chr17_22M	chr17	22054966	22061025	26776265	26782498	22061025	26776265	4715240	6146	0.9518	3.606	10	0	0
NAHR_01451_chr17_30M	chr17	30600452	30616027	31008336	31029520	30616027	31008336	392309	18379	0.9685	4.130	21	2	0
NAHR_01452_chr17_30M	chr17	30616128	30621881	32041618	32047369	30621881	32041618	1419737	5752	0.9845	3.701	48	8	1
NAHR_01453_chr17_30M	chr17	30621877	30672851	32037969	32088951	30672851	32037969	1365118	50978	0.9863	4.643	45	8	1
NAHR_01454_chr17_30M	chr17	30730928	30780078	31936301	31986837	30780078	31936301	1156223	49843	0.9736	4.574	40	7	1
NAHR_01455_chr17_30M	chr17	30600452	30616027	31008336	31029520	30616027	31008336	392309	18379	0.9685	4.130	21	2	0
NAHR_01456_chr17_31M	chr17	31036959	31051210	32020963	32033071	31051210	32020963	969753	13179	0.9727	4.007	26	6	1
NAHR_01457_chr17_31M	chr17	31037699	31046852	32087286	32096508	31046852	32087286	1040434	9187	0.9782	3.877	28	6	1
NAHR_01458_chr17_30M	chr17	30730928	30780078	31936301	31986837	30780078	31936301	1156223	49843	0.9736	4.574	40	7	1
NAHR_01459_chr17_31M	chr17	31036959	31051210	32020963	32033071	31051210	32020963	969753	13179	0.9727	4.007	26	6	1
NAHR_01460_chr17_32M	chr17	32023136	32032331	32087286	32096508	32032331	32087286	54955	9208	0.9859	3.908	3	0	0
NAHR_01461_chr17_30M	chr17	30621877	30672851	32037969	32088951	30672851	32037969	1365118	50978	0.9863	4.643	45	8	1
NAHR_01462_chr17_30M	chr17	30616128	30621881	32041618	32047369	30621881	32041618	1419737	5752	0.9845	3.701	48	8	1
NAHR_01463_chr17_32M	chr17	32023136	32032331	32087286	32096508	32032331	32087286	54955	9208	0.9859	3.908	3	0	0
NAHR_01464_chr17_31M	chr17	31037699	31046852	32087286	32096508	31046852	32087286	1040434	9187	0.9782	3.877	28	6	1
NAHR_01465_chr17_36M	chr17	36154432	36178367	38046131	38070372	36178367	38046131	1867764	24088	0.9841	4.312	47	8	1
NAHR_01466_chr17_36M	chr17	36154432	36178402	38170098	38194356	36178402	38170098	1991696	24114	0.9838	4.311	49	8	1
NAHR_01467_chr17_36M	chr17	36154432	36178367	37966599	37990827	36178367	37966599	1788232	24081	0.9842	4.313	45	8	1
NAHR_01468_chr17_36M	chr17	36154432	36178367	36242078	36266291	36178367	36242078	63711	24074	0.9845	4.314	4	0	0
NAHR_01469_chr17_36M	chr17	36154432	36181573	36365968	36393446	36181573	36365968	184395	27309	0.9867	4.378	6	0	0
NAHR_01470_chr17_36M	chr17	36159723	36181573	36422656	36444358	36181573	36422656	241083	21776	0.9912	4.300	7	0	0
NAHR_01471_chr17_36M	chr17	36163541	36178367	38002253	38017046	36178367	38002253	1823886	14809	0.9867	4.115	46	8	1
NAHR_01472_chr17_36M	chr17	36163541	36178402	38126153	38141006	36178402	38126153	1947751	14857	0.9860	4.113	48	8	1
NAHR_01473_chr17_36M	chr17	36163541	36181573	37919448	37937509	36181573	37919448	1737875	18046	0.9895	4.212	44	8	1
NAHR_01474_chr17_36M	chr17	36163541	36178402	36322070	36336897	36178402	36322070	143668	14844	0.9872	4.118	5	0	0
NAHR_01475_chr17_36M	chr17	36165180	36174084	36449216	36458166	36174084	36449216	275132	8927	0.9748	3.851	10	0	0
NAHR_01476_chr17_36M	chr17	36222498	36390245	38026513	38194356	36390245	38026513	1636268	167795	0.9965	5.207	40	8	1
NAHR_01477_chr17_36M	chr17	36222498	36271386	37946975	37995900	36271386	37946975	1675589	48906	0.9953	4.667	40	8	1
NAHR_01478_chr17_36M	chr17	36222498	36266291	36346366	36390210	36266291	36346366	80075	43818	0.9930	4.609	1	0	0
NAHR_01479_chr17_36M	chr17	36154432	36178367	36242078	36266291	36178367	36242078	63711	24074	0.9845	4.314	4	0	0
NAHR_01480_chr17_36M	chr17	36247372	36266291	36422344	36441298	36266291	36422344	156053	18936	0.9903	4.236	2	0	0
NAHR_01481_chr17_36M	chr17	36251500	36272666	37995898	38017046	36272666	37995898	1723232	21157	0.9969	4.312	41	8	1
NAHR_01482_chr17_36M	chr17	36251500	36266291	37922684	37937509	36266291	37922684	1656393	14808	0.9903	4.130	39	8	1
NAHR_01483_chr17_36M	chr17	36253139	36262019	36449216	36458166	36262019	36449216	187197	8915	0.9745	3.850	4	0	0
NAHR_01484_chr17_36M	chr17	36322070	36390210	37922649	37990827	36390210	37922649	1532439	68159	0.9946	4.807	37	8	1
NAHR_01485_chr17_36M	chr17	36322070	36336897	36426473	36441333	36336897	36426473	89576	14843	0.9885	4.123	1	0	0
NAHR_01486_chr17_36M	chr17	36163541	36178402	36322070	36336897	36178402	36322070	143668	14844	0.9872	4.118	5	0	0
NAHR_01487_chr17_36M	chr17	36326377	36335258	36449216	36458166	36335258	36449216	113958	8915	0.9753	3.853	2	0	0
NAHR_01488_chr17_36M	chr17	36222498	36266291	36346366	36390210	36266291	36346366	80075	43818	0.9930	4.609	1	0	0
NAHR_01489_chr17_36M	chr17	36154432	36181573	36365968	36393446	36181573	36365968	184395	27309	0.9867	4.378	6	0	0
NAHR_01490_chr17_36M	chr17	36377031	36385930	36449216	36458166	36385930	36449216	63286	8924	0.9754	3.853	2	0	0
NAHR_01491_chr17_36M	chr17	36400000	36422656	37890225	37912902	36422656	37890225	1467569	22666	0.9983	4.348	37	8	1
NAHR_01492_chr17_36M	chr17	36422343	36441298	38051425	38070372	36441298	38051425	1610127	18951	0.9914	4.241	39	8	1
NAHR_01493_chr17_36M	chr17	36422344	36441333	38175392	38194356	36441333	38175392	1734059	18976	0.9905	4.238	41	8	1
NAHR_01494_chr17_36M	chr17	36422344	36441298	37971888	37990827	36441298	37971888	1530590	18946	0.9912	4.240	37	8	1
NAHR_01495_chr17_36M	chr17	36247372	36266291	36422344	36441298	36266291	36422344	156053	18936	0.9903	4.236	2	0	0
NAHR_01496_chr17_36M	chr17	36159723	36181573	36422656	36444358	36181573	36422656	241083	21776	0.9912	4.300	7	0	0
NAHR_01497_chr17_36M	chr17	36426473	36441298	38002253	38017046	36441298	38002253	1560955	14809	0.9887	4.123	38	8	1
NAHR_01498_chr17_36M	chr17	36426473	36441333	38126153	38141006	36441333	38126153	1684820	14856	0.9881	4.122	40	8	1
NAHR_01499_chr17_36M	chr17	36426473	36449219	37914596	37937509	36449219	37914596	1465377	22829	0.9910	4.319	36	8	1
NAHR_01500_chr17_36M	chr17	36322070	36336897	36426473	36441333	36336897	36426473	89576	14843	0.9885	4.123	1	0	0
NAHR_01501_chr17_36M	chr17	36428112	36437015	36449216	36458166	36437015	36449216	12201	8926	0.9758	3.855	1	0	0
NAHR_01502_chr17_36M	chr17	36449216	36458166	38006526	38015407	36458166	38006526	1548360	8915	0.9759	3.855	39	8	1
NAHR_01503_chr17_36M	chr17	36449216	36458166	38181159	38190063	36458166	38181159	1722993	8927	0.9753	3.853	41	8	1
NAHR_01504_chr17_36M	chr17	36449216	36458166	38057193	38066100	36458166	38057193	1599027	8928	0.9754	3.854	39	8	1
NAHR_01505_chr17_36M	chr17	36449216	36458166	38130461	38139367	36458166	38130461	1672295	8928	0.9750	3.852	41	8	1
NAHR_01506_chr17_36M	chr17	36449216	36458166	37977655	37986554	36458166	37977655	1519489	8924	0.9755	3.854	37	8	1
NAHR_01507_chr17_36M	chr17	36449216	36458166	37926965	37935870	36458166	37926965	1468799	8927	0.9753	3.853	37	8	1
NAHR_01508_chr17_36M	chr17	36428112	36437015	36449216	36458166	36437015	36449216	12201	8926	0.9758	3.855	1	0	0
NAHR_01509_chr17_36M	chr17	36377031	36385930	36449216	36458166	36385930	36449216	63286	8924	0.9754	3.853	2	0	0
NAHR_01510_chr17_36M	chr17	36326377	36335258	36449216	36458166	36335258	36449216	113958	8915	0.9753	3.853	2	0	0
NAHR_01511_chr17_36M	chr17	36253139	36262019	36449216	36458166	36262019	36449216	187197	8915	0.9745	3.850	4	0	0
NAHR_01512_chr17_36M	chr17	36165180	36174084	36449216	36458166	36174084	36449216	275132	8927	0.9748	3.851	10	0	0
NAHR_01513_chr17_36M	chr17	36400000	36422656	37890225	37912902	36422656	37890225	1467569	22666	0.9983	4.348	37	8	1
NAHR_01514_chr17_36M	chr17	36426473	36449219	37914596	37937509	36449219	37914596	1465377	22829	0.9910	4.319	36	8	1
NAHR_01515_chr17_36M	chr17	36163541	36181573	37919448	37937509	36181573	37919448	1737875	18046	0.9895	4.212	44	8	1
NAHR_01516_chr17_37M	chr17	37922649	37990827	38126153	38194321	37990827	38126153	135326	68173	0.9969	4.818	2	0	0
NAHR_01517_chr17_36M	chr17	36322070	36390210	37922649	37990827	36390210	37922649	1532439	68159	0.9946	4.807	37	8	1
NAHR_01518_chr17_36M	chr17	36251500	36266291	37922684	37937509	36266291	37922684	1656393	14808	0.9903	4.130	39	8	1
NAHR_01519_chr17_36M	chr17	36449216	36458166	37926965	37935870	36458166	37926965	1468799	8927	0.9753	3.853	37	8	1
NAHR_01520_chr17_36M	chr17	36222498	36271386	37946975	37995900	36271386	37946975	1675589	48906	0.9953	4.667	40	8	1
NAHR_01521_chr17_36M	chr17	36154432	36178367	37966599	37990827	36178367	37966599	1788232	24081	0.9842	4.313	45	8	1
NAHR_01522_chr17_36M	chr17	36422344	36441298	37971888	37990827	36441298	37971888	1530590	18946	0.9912	4.240	37	8	1
NAHR_01523_chr17_36M	chr17	36449216	36458166	37977655	37986554	36458166	37977655	1519489	8924	0.9755	3.854	37	8	1
NAHR_01524_chr17_37M	chr17	37990830	37995900	38245092	38250159	37995900	38245092	249192	5068	0.9994	3.703	5	0	0
NAHR_01525_chr17_38M	chr17	37995898	38002250	38243815	38250159	38002250	38243815	241565	6348	0.9994	3.800	5	0	0
NAHR_01526_chr17_36M	chr17	36251500	36272666	37995898	38017046	36272666	37995898	1723232	21157	0.9969	4.312	41	8	1
NAHR_01527_chr17_36M	chr17	36426473	36441298	38002253	38017046	36441298	38002253	1560955	14809	0.9887	4.123	38	8	1
NAHR_01528_chr17_36M	chr17	36163541	36178367	38002253	38017046	36178367	38002253	1823886	14809	0.9867	4.115	46	8	1
NAHR_01529_chr17_36M	chr17	36449216	36458166	38006526	38015407	36458166	38006526	1548360	8915	0.9759	3.855	39	8	1
NAHR_01530_chr17_36M	chr17	36222498	36390245	38026513	38194356	36390245	38026513	1636268	167795	0.9965	5.207	40	8	1
NAHR_01531_chr17_36M	chr17	36154432	36178367	38046131	38070372	36178367	38046131	1867764	24088	0.9841	4.312	47	8	1
NAHR_01532_chr17_36M	chr17	36422343	36441298	38051425	38070372	36441298	38051425	1610127	18951	0.9914	4.241	39	8	1
NAHR_01533_chr17_36M	chr17	36449216	36458166	38057193	38066100	36458166	38057193	1599027	8928	0.9754	3.854	39	8	1
NAHR_01534_chr17_37M	chr17	37922649	37990827	38126153	38194321	37990827	38126153	135326	68173	0.9969	4.818	2	0	0
NAHR_01535_chr17_36M	chr17	36426473	36441333	38126153	38141006	36441333	38126153	1684820	14856	0.9881	4.122	40	8	1
NAHR_01536_chr17_36M	chr17	36163541	36178402	38126153	38141006	36178402	38126153	1947751	14857	0.9860	4.113	48	8	1
NAHR_01537_chr17_36M	chr17	36449216	36458166	38130461	38139367	36458166	38130461	1672295	8928	0.9750	3.852	41	8	1
NAHR_01538_chr17_36M	chr17	36154432	36178402	38170098	38194356	36178402	38170098	1991696	24114	0.9838	4.311	49	8	1
NAHR_01539_chr17_36M	chr17	36422344	36441333	38175392	38194356	36441333	38175392	1734059	18976	0.9905	4.238	41	8	1
NAHR_01540_chr17_36M	chr17	36449216	36458166	38181159	38190063	36458166	38181159	1722993	8927	0.9753	3.853	41	8	1
NAHR_01541_chr17_38M	chr17	37995898	38002250	38243815	38250159	38002250	38243815	241565	6348	0.9994	3.800	5	0	0
NAHR_01542_chr17_37M	chr17	37990830	37995900	38245092	38250159	37995900	38245092	249192	5068	0.9994	3.703	5	0	0
NAHR_01543_chr17_43M	chr17	43231423	43252467	43273759	43297060	43252467	43273759	21292	22172	0.9927	4.314	1	0	0
NAHR_01544_chr17_43M	chr17	43231423	43252467	43273759	43297060	43252467	43273759	21292	22172	0.9927	4.314	1	0	0
NAHR_01545_chr17_45M	chr17	45495835	45516128	46547567	46565076	45516128	46547567	1031439	18901	0.9823	4.201	24	5	1
NAHR_01546_chr17_45M	chr17	45495835	45516128	46329705	46347141	45516128	46329705	813577	18864	0.9817	4.197	22	5	1
NAHR_01547_chr17_45M	chr17	45516131	45553913	47013620	47052446	45553913	47013620	1459707	38304	0.9867	4.522	35	9	1
NAHR_01548_chr17_45M	chr17	45516131	45573555	46489409	46551552	45573555	46489409	915854	59783	0.9835	4.698	19	5	1
NAHR_01549_chr17_45M	chr17	45516131	45553425	46292046	46333699	45553425	46292046	738621	39473	0.9804	4.506	20	5	1
NAHR_01550_chr17_45M	chr17	45585704	45592740	46253803	46260783	45592740	46253803	661063	7008	0.9837	3.783	14	5	1
NAHR_01551_chr17_45M	chr17	45593558	45627799	46217039	46252364	45627799	46217039	589240	34783	0.9885	4.489	14	5	1
NAHR_01552_chr17_45M	chr17	45593558	45627799	46217039	46252364	45627799	46217039	589240	34783	0.9885	4.489	14	5	1
NAHR_01553_chr17_45M	chr17	45585704	45592740	46253803	46260783	45592740	46253803	661063	7008	0.9837	3.783	14	5	1
NAHR_01554_chr17_46M	chr17	46292046	46346376	47014106	47064438	46346376	47014106	667730	52331	0.9725	4.589	15	4	0
NAHR_01555_chr17_46M	chr17	46292046	46489410	46509623	46707123	46489410	46509623	20213	197432	0.9981	5.285	1	0	0
NAHR_01556_chr17_45M	chr17	45516131	45553425	46292046	46333699	45553425	46292046	738621	39473	0.9804	4.506	20	5	1
